itemid	abstractid	name	品质	icon	icon灰	类型	叠加数量	物品描述	等级	商店价格	回收价格	回购价格	姓名	国家	将卡类型	picture	升级材料	升级材料数量	升级材料magicid	升级所得物品	升级价格	人物等级	脚本	miniicon	委任技能icon	最高倍率	通告	TAB_VERSION
10053	28023	貂蝉	3	UI_Mini_DiaoChan.img		6	1			12800	5000	5000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	3			10054	2000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	2	
10054	28024	貂蝉	4	UI_Mini_DiaoChan.img		6	1			51200	20000	20000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	4200|4201|4202	5|5|10	0|0|0	10055	20000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10055	28025	貂蝉	5	UI_Mini_DiaoChan.img		6	1			0	25000	25000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	4200|4201|4203	20|20|20	0|0|0	10056	50000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10056	28026	貂蝉	6	UI_Mini_DiaoChan.img		6	1			0	30000	30000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	4200|4201|4204	80|80|50	0|0|0	10057	200000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10057	28027	貂蝉	7	UI_Mini_DiaoChan.img		6	1			0	35000	35000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	4200|4201|4205	240|240|160	0|0|0	10058	1000000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10058	28028	貂蝉	8	UI_Mini_DiaoChan.img		6	1			0	40000	40000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	4200|4201|4206	255|255|200	0|0|0	10059	4000000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10059	28029	貂蝉	9	UI_Mini_DiaoChan.img		6	1			0	45000	45000	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	3				2000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	-1	
10060	28060	颜良	0	UI_Mini_YanLiang.img		6	1			200	100	100	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	3			10061	2000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	0	
10061	28061	颜良	1	UI_Mini_YanLiang.img		6	1			800	380	380	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	3			10062	2000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	0	
10062	28062	颜良	2	UI_Mini_YanLiang.img		6	1			3200	1500	1500	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	3			10063	2000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	0	
10063	28063	颜良	3	UI_Mini_YanLiang.img		6	1			12800	5000	5000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	3			10064	2000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	2	
10064	28064	颜良	4	UI_Mini_YanLiang.img		6	1			51200	20000	20000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	4200|4201|4202	5|5|10	0|0|0	10065	20000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10065	28065	颜良	5	UI_Mini_YanLiang.img		6	1			0	25000	25000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	4200|4201|4203	20|20|20	0|0|0	10066	50000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10066	28066	颜良	6	UI_Mini_YanLiang.img		6	1			0	30000	30000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	4200|4201|4204	80|80|50	0|0|0	10067	200000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10067	28067	颜良	7	UI_Mini_YanLiang.img		6	1			0	35000	35000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	4200|4201|4205	240|240|160	0|0|0	10068	1000000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10068	28068	颜良	8	UI_Mini_YanLiang.img		6	1			0	40000	40000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	4200|4201|4206	255|255|200	0|0|0	10069	4000000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10069	28069	颜良	9	UI_Mini_YanLiang.img		6	1			0	45000	45000	UI_Info_YanLiang.img	2	0	UI_Img_YanLiang.img	3				2000			UI_Mini_YanLiang.img	UI_Info_YanLiang.img	8	-1	
10070	28070	文丑	0	UI_Mini_WenChou.img		6	1			200	100	100	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	3			10071	2000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	0	
10071	28071	文丑	1	UI_Mini_WenChou.img		6	1			800	380	380	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	3			10072	2000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	0	
10072	28072	文丑	2	UI_Mini_WenChou.img		6	1			3200	1500	1500	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	3			10073	2000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	0	
10073	28073	文丑	3	UI_Mini_WenChou.img		6	1			12800	5000	5000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	3			10074	2000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	2	
10074	28074	文丑	4	UI_Mini_WenChou.img		6	1			51200	20000	20000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	4200|4201|4202	5|5|10	0|0|0	10075	20000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10075	28075	文丑	5	UI_Mini_WenChou.img		6	1			0	25000	25000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	4200|4201|4203	20|20|20	0|0|0	10076	50000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10076	28076	文丑	6	UI_Mini_WenChou.img		6	1			0	30000	30000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	4200|4201|4204	80|80|50	0|0|0	10077	200000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10077	28077	文丑	7	UI_Mini_WenChou.img		6	1			0	35000	35000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	4200|4201|4205	240|240|160	0|0|0	10078	1000000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10078	28078	文丑	8	UI_Mini_WenChou.img		6	1			0	40000	40000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	4200|4201|4206	255|255|200	0|0|0	10079	4000000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10079	28079	文丑	9	UI_Mini_WenChou.img		6	1			0	45000	45000	UI_Info_WenChou.img	2	1	UI_Img_WenChou.img	3				2000			UI_Mini_WenChou.img	UI_Info_WenChou.img	8	-1	
10080	28080	麹义	0	UI_Mini_QuYi.img		6	1			200	100	100	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	3			10081	2000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	0	
10081	28081	麹义	1	UI_Mini_QuYi.img		6	1			800	380	380	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	3			10082	2000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	0	
10082	28082	麹义	2	UI_Mini_QuYi.img		6	1			3200	1500	1500	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	3			10083	2000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	0	
10083	28083	麹义	3	UI_Mini_QuYi.img		6	1			12800	5000	5000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	3			10084	2000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	2	
10084	28084	麹义	4	UI_Mini_QuYi.img		6	1			51200	20000	20000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	4200|4201|4202	5|5|10	0|0|0	10085	20000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10085	28085	麹义	5	UI_Mini_QuYi.img		6	1			0	25000	25000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	4200|4201|4203	20|20|20	0|0|0	10086	50000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10086	28086	麹义	6	UI_Mini_QuYi.img		6	1			0	30000	30000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	4200|4201|4204	80|80|50	0|0|0	10087	200000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10087	28087	麹义	7	UI_Mini_QuYi.img		6	1			0	35000	35000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	4200|4201|4205	240|240|160	0|0|0	10088	1000000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10088	28088	麹义	8	UI_Mini_QuYi.img		6	1			0	40000	40000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	4200|4201|4206	255|255|200	0|0|0	10089	4000000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10089	28089	麹义	9	UI_Mini_QuYi.img		6	1			0	45000	45000	UI_Info_QuYi.img	2	1	UI_Img_QuYi.img	3				2000			UI_Mini_QuYi.img	UI_Info_QuYi.img	8	-1	
10090		公孙瓒	0	UI_Mini_Gongsunzan.img		6	1			200	100	100	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	3			10091	2000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	0	
10091		公孙瓒	1	UI_Mini_Gongsunzan.img		6	1			800	380	380	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	3			10092	2000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	0	
10092		公孙瓒	2	UI_Mini_Gongsunzan.img		6	1			3200	1500	1500	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	3			10093	2000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	0	
10093		公孙瓒	3	UI_Mini_Gongsunzan.img		6	1			12800	5000	5000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	3			10094	2000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	2	
10094		公孙瓒	4	UI_Mini_Gongsunzan.img		6	1			51200	20000	20000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	4200|4201|4202	5|5|10	0|0|0	10095	20000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10095		公孙瓒	5	UI_Mini_Gongsunzan.img		6	1			0	25000	25000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	4200|4201|4203	20|20|20	0|0|0	10096	50000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10096		公孙瓒	6	UI_Mini_Gongsunzan.img		6	1			0	30000	30000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	4200|4201|4204	80|80|50	0|0|0	10097	200000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10097		公孙瓒	7	UI_Mini_Gongsunzan.img		6	1			0	35000	35000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	4200|4201|4205	240|240|160	0|0|0	10098	1000000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10098		公孙瓒	8	UI_Mini_Gongsunzan.img		6	1			0	40000	40000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	4200|4201|4206	255|255|200	0|0|0	10099	4000000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10099		公孙瓒	9	UI_Mini_Gongsunzan.img		6	1			0	45000	45000	UI_Info_Gongsunzan.img	20	1	UI_Img_Gongsunzan.img	3				2000			UI_Mini_Gongsunzan.img	UI_Info_Gongsunzan.img	8	-1	
10100	28100	沮授	0	UI_Mini_JuShou.img		6	1			200	100	100	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	3			10101	2000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	0	
10101	28101	沮授	1	UI_Mini_JuShou.img		6	1			800	380	380	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	3			10102	2000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	0	
10102	28102	沮授	2	UI_Mini_JuShou.img		6	1			3200	1500	1500	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	3			10103	2000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	0	
10103	28103	沮授	3	UI_Mini_JuShou.img		6	1			12800	5000	5000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	3			10104	2000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	2	
10104	28104	沮授	4	UI_Mini_JuShou.img		6	1			51200	20000	20000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	4200|4201|4202	5|5|10	0|0|0	10105	20000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10105	28105	沮授	5	UI_Mini_JuShou.img		6	1			0	25000	25000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	4200|4201|4203	20|20|20	0|0|0	10106	50000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10106	28106	沮授	6	UI_Mini_JuShou.img		6	1			0	30000	30000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	4200|4201|4204	80|80|50	0|0|0	10107	200000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10107	28107	沮授	7	UI_Mini_JuShou.img		6	1			0	35000	35000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	4200|4201|4205	240|240|160	0|0|0	10108	1000000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10108	28108	沮授	8	UI_Mini_JuShou.img		6	1			0	40000	40000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	4200|4201|4206	255|255|200	0|0|0	10109	4000000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10109	28109	沮授	9	UI_Mini_JuShou.img		6	1			0	45000	45000	UI_Info_JuShou.img	2	0	UI_Img_JuShou.img	3				2000			UI_Mini_JuShou.img	UI_Info_JuShou.img	8	-1	
10110	28110	蹋顿	0	UI_Mini_TaDun.img		6	1			200	100	100	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	3			10111	2000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	0	
10111	28111	蹋顿	1	UI_Mini_TaDun.img		6	1			800	380	380	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	3			10112	2000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	0	
10112	28112	蹋顿	2	UI_Mini_TaDun.img		6	1			3200	1500	1500	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	3			10113	2000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	0	
10113	28113	蹋顿	3	UI_Mini_TaDun.img		6	1			12800	5000	5000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	3			10114	2000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	2	
10114	28114	蹋顿	4	UI_Mini_TaDun.img		6	1			51200	20000	20000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	4200|4201|4202	5|5|10	0|0|0	10115	20000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10115	28115	蹋顿	5	UI_Mini_TaDun.img		6	1			0	25000	25000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	4200|4201|4203	20|20|20	0|0|0	10116	50000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10116	28116	蹋顿	6	UI_Mini_TaDun.img		6	1			0	30000	30000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	4200|4201|4204	80|80|50	0|0|0	10117	200000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10117	28117	蹋顿	7	UI_Mini_TaDun.img		6	1			0	35000	35000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	4200|4201|4205	240|240|160	0|0|0	10118	1000000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10118	28118	蹋顿	8	UI_Mini_TaDun.img		6	1			0	40000	40000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	4200|4201|4206	255|255|200	0|0|0	10119	4000000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10119	28119	蹋顿	9	UI_Mini_TaDun.img		6	1			0	45000	45000	UI_Info_TaDun.img	2	1	UI_Img_TaDun.img	3				2000			UI_Mini_TaDun.img	UI_Info_TaDun.img	8	-1	
10120	28120	孟获	0	UI_Mini_MengHuo.img		6	1			200	100	100	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	3			10121	2000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	0	
10121	28121	孟获	1	UI_Mini_MengHuo.img		6	1			800	380	380	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	3			10122	2000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	0	
10122	28122	孟获	2	UI_Mini_MengHuo.img		6	1			3200	1500	1500	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	3			10123	2000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	0	
10123	28123	孟获	3	UI_Mini_MengHuo.img		6	1			12800	5000	5000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	3			10124	2000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	2	
10124	28124	孟获	4	UI_Mini_MengHuo.img		6	1			51200	20000	20000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	4200|4201|4202	5|5|10	0|0|0	10125	20000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10125	28125	孟获	5	UI_Mini_MengHuo.img		6	1			0	25000	25000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	4200|4201|4203	20|20|20	0|0|0	10126	50000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10126	28126	孟获	6	UI_Mini_MengHuo.img		6	1			0	30000	30000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	4200|4201|4204	80|80|50	0|0|0	10127	200000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10127	28127	孟获	7	UI_Mini_MengHuo.img		6	1			0	35000	35000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	4200|4201|4205	240|240|160	0|0|0	10128	1000000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10128	28128	孟获	8	UI_Mini_MengHuo.img		6	1			0	40000	40000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	4200|4201|4206	255|255|200	0|0|0	10129	4000000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10129	28129	孟获	9	UI_Mini_MengHuo.img		6	1			0	45000	45000	UI_Info_MengHuo.img	2	0	UI_Img_MengHuo.img	3				2000			UI_Mini_MengHuo.img	UI_Info_MengHuo.img	8	-1	
10130	28130	祝融	0	UI_Mini_ZhuRong.img		6	1			200	100	100	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	3			10131	2000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	0	
10131	28131	祝融	1	UI_Mini_ZhuRong.img		6	1			800	380	380	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	3			10132	2000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	0	
10132	28132	祝融	2	UI_Mini_ZhuRong.img		6	1			3200	1500	1500	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	3			10133	2000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	0	
10133	28133	祝融	3	UI_Mini_ZhuRong.img		6	1			12800	5000	5000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	3			10134	2000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	2	
10134	28134	祝融	4	UI_Mini_ZhuRong.img		6	1			51200	20000	20000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	4200|4201|4202	5|5|10	0|0|0	10135	20000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10135	28135	祝融	5	UI_Mini_ZhuRong.img		6	1			0	25000	25000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	4200|4201|4203	20|20|20	0|0|0	10136	50000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10136	28136	祝融	6	UI_Mini_ZhuRong.img		6	1			0	30000	30000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	4200|4201|4204	80|80|50	0|0|0	10137	200000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10137	28137	祝融	7	UI_Mini_ZhuRong.img		6	1			0	35000	35000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	4200|4201|4205	240|240|160	0|0|0	10138	1000000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10138	28138	祝融	8	UI_Mini_ZhuRong.img		6	1			0	40000	40000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	4200|4201|4206	255|255|200	0|0|0	10139	4000000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10139	28139	祝融	9	UI_Mini_ZhuRong.img		6	1			0	45000	45000	UI_Info_ZhuRong.img	2	1	UI_Img_ZhuRong.img	3				2000			UI_Mini_ZhuRong.img	UI_Info_ZhuRong.img	8	-1	
10140	28140	带来洞主	0	UI_Mini_DaiLaiDongZhu.img		6	1			200	100	100	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	3			10141	2000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	0	
10141	28141	带来洞主	1	UI_Mini_DaiLaiDongZhu.img		6	1			800	380	380	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	3			10142	2000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	0	
10142	28142	带来洞主	2	UI_Mini_DaiLaiDongZhu.img		6	1			3200	1500	1500	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	3			10143	2000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	0	
10143	28143	带来洞主	3	UI_Mini_DaiLaiDongZhu.img		6	1			12800	5000	5000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	3			10144	2000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	2	
10144	28144	带来洞主	4	UI_Mini_DaiLaiDongZhu.img		6	1			51200	20000	20000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	4200|4201|4202	5|5|10	0|0|0	10145	20000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10145	28145	带来洞主	5	UI_Mini_DaiLaiDongZhu.img		6	1			0	25000	25000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	4200|4201|4203	20|20|20	0|0|0	10146	50000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10146	28146	带来洞主	6	UI_Mini_DaiLaiDongZhu.img		6	1			0	30000	30000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	4200|4201|4204	80|80|50	0|0|0	10147	200000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10147	28147	带来洞主	7	UI_Mini_DaiLaiDongZhu.img		6	1			0	35000	35000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	4200|4201|4205	240|240|160	0|0|0	10148	1000000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10148	28148	带来洞主	8	UI_Mini_DaiLaiDongZhu.img		6	1			0	40000	40000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	4200|4201|4206	255|255|200	0|0|0	10149	4000000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10149	28149	带来洞主	9	UI_Mini_DaiLaiDongZhu.img		6	1			0	45000	45000	UI_Info_DaiLaiDongZhu.img	2	0	UI_Img_DaiLaiDongZhu.img	3				2000			UI_Mini_DaiLaiDongZhu.img	UI_Info_DaiLaiDongZhu.img	8	-1	
10150	28150	木鹿大王	0	UI_Mini_MuLuDaWang.img		6	1			200	100	100	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	3			10151	2000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	0	
10151	28151	木鹿大王	1	UI_Mini_MuLuDaWang.img		6	1			800	380	380	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	3			10152	2000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	0	
10152	28152	木鹿大王	2	UI_Mini_MuLuDaWang.img		6	1			3200	1500	1500	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	3			10153	2000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	0	
10153	28153	木鹿大王	3	UI_Mini_MuLuDaWang.img		6	1			12800	5000	5000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	3			10154	2000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	2	
10154	28154	木鹿大王	4	UI_Mini_MuLuDaWang.img		6	1			51200	20000	20000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	4200|4201|4202	5|5|10	0|0|0	10155	20000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10155	28155	木鹿大王	5	UI_Mini_MuLuDaWang.img		6	1			0	25000	25000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	4200|4201|4203	20|20|20	0|0|0	10156	50000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10156	28156	木鹿大王	6	UI_Mini_MuLuDaWang.img		6	1			0	30000	30000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	4200|4201|4204	80|80|50	0|0|0	10157	200000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10157	28157	木鹿大王	7	UI_Mini_MuLuDaWang.img		6	1			0	35000	35000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	4200|4201|4205	240|240|160	0|0|0	10158	1000000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10158	28158	木鹿大王	8	UI_Mini_MuLuDaWang.img		6	1			0	40000	40000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	4200|4201|4206	255|255|200	0|0|0	10159	4000000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10159	28159	木鹿大王	9	UI_Mini_MuLuDaWang.img		6	1			0	45000	45000	UI_Info_MuLuDaWang.img	20	1	UI_Img_MuLuDaWang.img	3				2000			UI_Mini_MuLuDaWang.img	UI_Info_MuLuDaWang.img	8	-1	
10160	28160	兀突骨	0	UI_Mini_TuWuGu.img		6	1			200	100	100	UI_Info_TuWuGu.img	2	1	UI_Img_TuWuGu.img	3			10161	2000			UI_Mini_TuWuGu.img	UI_Info_TuWuGu.img	8	0	
