将卡	神器Abstractid	组合名称	描述	备注	攻速	CD缩减	移动速度	护甲值	法术抗性	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	abstractid	物伤加成	法伤加成	回复效果
|10214|10215|10216|10217|10218|10219|	|50708|	天书三卷	攻击+4.5%，攻城攻击+4.5%/n普通攻击有10%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							45				45																	23180			
|10324|10325|10326|10327|10328|10329|	|50708|	天书三卷	回复效果+4.5%/n释放技能有30%概率提高周围8米范围内友方单位10%护甲和10%移速，持续5秒	华佗																												23450			45
|8294|8295|8296|8297|8298|8299|	|50709|	天书三卷	攻击+5%，攻城攻击+5%/n释放技能清除自身不利状态，且回复3%生命	贾诩							50				50																	23280			
|8774|8775|8776|8777|8778|8779|	|50709|	天书三卷	法术抗性+5%/n当血量低于10%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为90秒	庞统					50																							23380			
|9814|9815|9816|9817|9818|9819|	|50709|	天书三卷	攻击+5%，攻城攻击+5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外30%伤害	陆逊							50				50																	23090			
|10204|10205|10206|10207|10208|10209|	|50709|	天书三卷	攻击+5%，攻城攻击+5%/n释放技能对被张宝变小的单位造成额外50%的伤害	张角							50				50																	23400			
|10254|10255|10256|10257|10258|10259|	|50709|	天书三卷	攻击+5%，攻城攻击+5%/n普通攻击对移速高于自身的单位造成额外20%的伤害	张宝							50				50																	23160			
|10214|10215|10216|10217|10218|10219|	|50709|	天书三卷	攻击+5%，攻城攻击+5%/n普通攻击有10%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							50				50																	23180			
|10324|10325|10326|10327|10328|10329|	|50709|	天书三卷	回复效果+5%/n释放技能有30%概率提高周围8米范围内友方单位10%护甲和10%移速，持续5秒	华佗																												23450			50
|8294|8295|8296|8297|8298|8299|	|50710|	天书三卷	攻击+5.5%，攻城攻击+5.5%/n释放技能清除自身不利状态，且回复5%生命	贾诩							55				55																	23281			
|8774|8775|8776|8777|8778|8779|	|50710|	天书三卷	法术抗性+5.5%/n当血量低于12%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为80秒	庞统					55																							23381			
|9814|9815|9816|9817|9818|9819|	|50710|	天书三卷	攻击+5.5%，攻城攻击+5.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外50%伤害	陆逊							55				55																	23091			
|10204|10205|10206|10207|10208|10209|	|50710|	天书三卷	攻击+5.5%，攻城攻击+5.5%/n释放技能对被张宝变小的单位造成额外70%的伤害	张角							55				55																	23401			
|10254|10255|10256|10257|10258|10259|	|50710|	天书三卷	攻击+5.5%，攻城攻击+5%/n普通攻击对移速高于自身的单位造成额外30%的伤害	张宝							55				55																	23161			
|10214|10215|10216|10217|10218|10219|	|50710|	天书三卷	攻击+5.5%，攻城攻击+5.5%/n普通攻击有13%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							55				55																	23181			
|10324|10325|10326|10327|10328|10329|	|50710|	天书三卷	回复效果+5.5%/n释放技能有35%概率提高周围8米范围内友方单位15%护甲和15%移速，持续5秒	华佗																												23451			55
|8294|8295|8296|8297|8298|8299|	|50711|	天书三卷	攻击+6%，攻城攻击+6%/n释放技能清除自身不利状态，且回复5%生命	贾诩							60				60																	23281			
|8774|8775|8776|8777|8778|8779|	|50711|	天书三卷	法术抗性+6%/n当血量低于12%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为80秒	庞统					60																							23381			
|9814|9815|9816|9817|9818|9819|	|50711|	天书三卷	攻击+6%，攻城攻击+6%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外50%伤害	陆逊							60				60																	23091			
|10204|10205|10206|10207|10208|10209|	|50711|	天书三卷	攻击+6%，攻城攻击+6%/n释放技能对被张宝变小的单位造成额外70%的伤害	张角							60				60																	23401			
|10254|10255|10256|10257|10258|10259|	|50711|	天书三卷	攻击+6%，攻城攻击+6%/n普通攻击对移速高于自身的单位造成额外30%的伤害	张宝							60				60																	23161			
|10214|10215|10216|10217|10218|10219|	|50711|	天书三卷	攻击+6%，攻城攻击+6%/n普通攻击有13%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							60				60																	23181			
|10324|10325|10326|10327|10328|10329|	|50711|	天书三卷	回复效果+6%/n释放技能有35%概率提高周围8米范围内友方单位15%护甲和15%移速，持续5秒	华佗																												23451			60
|8294|8295|8296|8297|8298|8299|	|50712|	天书三卷	攻击+6.5%，攻城攻击+6.5%/n释放技能清除自身不利状态，且回复5%生命	贾诩							65				65																	23281			
|8774|8775|8776|8777|8778|8779|	|50712|	天书三卷	法术抗性+6.5%/n当血量低于12%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为80秒	庞统					65																							23381			
|9814|9815|9816|9817|9818|9819|	|50712|	天书三卷	攻击+6.5%，攻城攻击+6.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外50%伤害	陆逊							65				65																	23091			
|10204|10205|10206|10207|10208|10209|	|50712|	天书三卷	攻击+6.5%，攻城攻击+6.5%/n释放技能对被张宝变小的单位造成额外70%的伤害	张角							65				65																	23401			
|10254|10255|10256|10257|10258|10259|	|50712|	天书三卷	攻击+6.5%，攻城攻击+6.5%/n普通攻击对移速高于自身的单位造成额外30%的伤害	张宝							65				65																	23161			
|10214|10215|10216|10217|10218|10219|	|50712|	天书三卷	攻击+6.5%，攻城攻击+6.5%/n普通攻击有13%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							65				65																	23181			
|10324|10325|10326|10327|10328|10329|	|50712|	天书三卷	回复效果+6.5%/n释放技能有35%概率提高周围8米范围内友方单位15%护甲和15%移速，持续5秒	华佗																												23451			65
|8294|8295|8296|8297|8298|8299|	|50713|	天书三卷	攻击+7%，攻城攻击+7%/n释放技能清除自身不利状态，且回复5%生命	贾诩							70				70																	23281			
|8774|8775|8776|8777|8778|8779|	|50713|	天书三卷	法术抗性+7%/n当血量低于12%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为80秒	庞统					70																							23381			
|9814|9815|9816|9817|9818|9819|	|50713|	天书三卷	攻击+7%，攻城攻击+7%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外50%伤害	陆逊							70				70																	23091			
|10204|10205|10206|10207|10208|10209|	|50713|	天书三卷	攻击+7%，攻城攻击+7%/n释放技能对被张宝变小的单位造成额外70%的伤害	张角							70				70																	23401			
|10254|10255|10256|10257|10258|10259|	|50713|	天书三卷	攻击+7%，攻城攻击+7%/n普通攻击对移速高于自身的单位造成额外30%的伤害	张宝							70				70																	23161			
|10214|10215|10216|10217|10218|10219|	|50713|	天书三卷	攻击+7%，攻城攻击+7%/n普通攻击有13%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							70				70																	23181			
|10324|10325|10326|10327|10328|10329|	|50713|	天书三卷	回复效果+7%/n释放技能有35%概率提高周围8米范围内友方单位15%护甲和15%移速，持续5秒	华佗																												23451			70
|8294|8295|8296|8297|8298|8299|	|50714|	天书三卷	攻击+7.5%，攻城攻击+7.5%/n释放技能清除自身不利状态，且回复5%生命	贾诩							75				75																	23281			
|8774|8775|8776|8777|8778|8779|	|50714|	天书三卷	法术抗性+7.5%/n当血量低于12%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为80秒	庞统					75																							23381			
|9814|9815|9816|9817|9818|9819|	|50714|	天书三卷	攻击+7.5%，攻城攻击+7.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外50%伤害	陆逊							75				75																	23091			
|10204|10205|10206|10207|10208|10209|	|50714|	天书三卷	攻击+7.5%，攻城攻击+7.5%/n释放技能对被张宝变小的单位造成额外70%的伤害	张角							75				75																	23401			
|10254|10255|10256|10257|10258|10259|	|50714|	天书三卷	攻击+7.5%，攻城攻击+7.5%/n普通攻击对移速高于自身的单位造成额外30%的伤害	张宝							75				75																	23161			
|10214|10215|10216|10217|10218|10219|	|50714|	天书三卷	攻击+7.5%，攻城攻击+7.5%/n普通攻击有13%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							75				75																	23181			
|10324|10325|10326|10327|10328|10329|	|50714|	天书三卷	回复效果+7.5%/n释放技能有35%概率提高周围8米范围内友方单位15%护甲和15%移速，持续5秒	华佗																												23451			75
|8294|8295|8296|8297|8298|8299|	|50715|	天书三卷	攻击+8%，攻城攻击+8%/n释放技能清除自身不利状态，且回复7%生命	贾诩							80				80																	23282			
|8774|8775|8776|8777|8778|8779|	|50715|	天书三卷	法术抗性+8%/n当血量低于14%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为70秒	庞统					80																							23382			
|9814|9815|9816|9817|9818|9819|	|50715|	天书三卷	攻击+8%，攻城攻击+8%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外70%伤害	陆逊							80				80																	23092			
|10204|10205|10206|10207|10208|10209|	|50715|	天书三卷	攻击+8%，攻城攻击+8%/n释放技能对被张宝变小的单位造成额外90%的伤害	张角							80				80																	23402			
|10254|10255|10256|10257|10258|10259|	|50715|	天书三卷	攻击+8%，攻城攻击+8%/n普通攻击对移速高于自身的单位造成额外40%的伤害	张宝							80				80																	23162			
|10214|10215|10216|10217|10218|10219|	|50715|	天书三卷	攻击+8%，攻城攻击+8%/n普通攻击有16%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							80				80																	23182			
|10324|10325|10326|10327|10328|10329|	|50715|	天书三卷	回复效果+8%/n释放技能有40%概率提高周围8米范围内友方单位20%护甲和20%移速，持续5秒	华佗																												23452			80
|8294|8295|8296|8297|8298|8299|	|50716|	天书三卷	攻击+8.5%，攻城攻击+8.5%/n释放技能清除自身不利状态，且回复7%生命	贾诩							85				85																	23282			
|8774|8775|8776|8777|8778|8779|	|50716|	天书三卷	法术抗性+8.5%/n当血量低于14%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为70秒	庞统					85																							23382			
|9814|9815|9816|9817|9818|9819|	|50716|	天书三卷	攻击+8.5%，攻城攻击+8.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外70%伤害	陆逊							85				85																	23092			
|10204|10205|10206|10207|10208|10209|	|50716|	天书三卷	攻击+8.5%，攻城攻击+8.5%/n释放技能对被张宝变小的单位造成额外90%的伤害	张角							85				85																	23402			
|10254|10255|10256|10257|10258|10259|	|50716|	天书三卷	攻击+8.5%，攻城攻击+8.5%/n普通攻击对移速高于自身的单位造成额外40%的伤害	张宝							85				85																	23162			
|10214|10215|10216|10217|10218|10219|	|50716|	天书三卷	攻击+8.5%，攻城攻击+8.5%/n普通攻击有16%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							85				85																	23182			
|10324|10325|10326|10327|10328|10329|	|50716|	天书三卷	回复效果+8.5%/n释放技能有40%概率提高周围8米范围内友方单位20%护甲和20%移速，持续5秒	华佗																												23452			85
|8294|8295|8296|8297|8298|8299|	|50717|	天书三卷	攻击+9%，攻城攻击+9%/n释放技能清除自身不利状态，且回复7%生命	贾诩							90				90																	23282			
|8774|8775|8776|8777|8778|8779|	|50717|	天书三卷	法术抗性+9%/n当血量低于14%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为70秒	庞统					90																							23382			
|9814|9815|9816|9817|9818|9819|	|50717|	天书三卷	攻击+9%，攻城攻击+9%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外70%伤害	陆逊							90				90																	23092			
|10204|10205|10206|10207|10208|10209|	|50717|	天书三卷	攻击+9%，攻城攻击+9%/n释放技能对被张宝变小的单位造成额外90%的伤害	张角							90				90																	23402			
|10254|10255|10256|10257|10258|10259|	|50717|	天书三卷	攻击+9%，攻城攻击+9%/n普通攻击对移速高于自身的单位造成额外40%的伤害	张宝							90				90																	23162			
|10214|10215|10216|10217|10218|10219|	|50717|	天书三卷	攻击+9%，攻城攻击+9%/n普通攻击有16%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							90				90																	23182			
|10324|10325|10326|10327|10328|10329|	|50717|	天书三卷	回复效果+9%/n释放技能有40%概率提高周围8米范围内友方单位20%护甲和20%移速，持续5秒	华佗																												23452			90
|8294|8295|8296|8297|8298|8299|	|50718|	天书三卷	攻击+9.5%，攻城攻击+9.5%/n释放技能清除自身不利状态，且回复7%生命	贾诩							95				95																	23282			
|8774|8775|8776|8777|8778|8779|	|50718|	天书三卷	法术抗性+9.5%/n当血量低于14%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为70秒	庞统					95																							23382			
|9814|9815|9816|9817|9818|9819|	|50718|	天书三卷	攻击+9.5%，攻城攻击+9.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外70%伤害	陆逊							95				95																	23092			
|10204|10205|10206|10207|10208|10209|	|50718|	天书三卷	攻击+9.5%，攻城攻击+9.5%/n释放技能对被张宝变小的单位造成额外90%的伤害	张角							95				95																	23402			
